MACHINE_B_NOVEMBER_UPDATED,,,,,,,,,,,
Group Name,Machine,Transaction Date,Transaction No,Slot No,Product Code,Menu,Service,Status,Delivery,Category,Price
Master,Machine B,2025-11-26 13:17:43,3949230,5,UMMIB1,Purple Power Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-26 13:16:37,3948929,54,UMMIR36,Rajma Curry with White Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-26 13:11:55,3948381,14,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-26 13:08:34,3947744,51,UMMIS5,Mixed Beans & CousCous Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-26 12:46:13,3945288,51,UMMIS5,Mixed Beans & CousCous Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-26 12:42:28,3944862,27,UMMIR7,Sweet And Sour Prawn Teriyaki Noodles ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-26 12:33:37,3944191,5,UMMIB1,Purple Power Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-26 12:32:21,3943850,14,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-26 12:30:55,3943776,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-26 12:22:53,3943412,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-26 12:21:06,3943271,31,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-26 12:18:35,3942988,54,UMMIR36,Rajma Curry with White Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-26 12:09:24,3942269,5,UMMIB1,Purple Power Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-26 11:58:39,3941652,54,UMMIR36,Rajma Curry with White Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-26 11:08:56,3939457,31,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-25 21:15:13,3930712,1,UMMIJ17,Coconut Punch Cold Pressed Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-25 17:11:15,3927481,3,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-25 17:08:05,3927362,41,UMMIC3,Strawberry Cuts ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-25 16:32:58,3926776,5,UMMIB1,Purple Power Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-25 16:22:58,3926300,3,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-25 15:37:24,3924591,31,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-25 15:14:29,3923552,6,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-25 14:23:58,3920939,3,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-25 13:36:35,3917742,1,UMMIJ17,Coconut Punch Cold Pressed Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-25 13:35:26,3917662,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-25 13:28:28,3916669,31,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-25 13:24:03,3916009,6,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-25 13:12:33,3914636,54,UMMIR36,Rajma Curry with White Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-25 13:08:54,3914061,37,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-25 13:00:20,3912873,37,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-25 12:51:54,3912136,17,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-25 12:29:40,3910684,27,UMMIR7,Sweet And Sour Prawn Teriyaki Noodles ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-25 12:13:11,3909285,1,UMMIJ17,Coconut Punch Cold Pressed Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-25 12:09:40,3909029,5,UMMIB1,Purple Power Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-25 11:41:09,3906534,51,UMMIS5,Mixed Beans & CousCous Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-25 08:54:49,3897472,1,UMMIJ17,Coconut Punch Cold Pressed Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-24 18:26:26,3894280,5,UMMIB1,Purple Power Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-24 14:32:58,3885162,67,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-24 14:05:06,3882925,67,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-24 13:33:53,3879391,41,UMMIC3,Strawberry Cuts ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-24 13:22:45,3877367,51,UMMIS5,Mixed Beans & CousCous Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-24 13:17:07,3875881,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-24 13:15:39,3875215,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-24 13:12:03,3874338,51,UMMIS5,Mixed Beans & CousCous Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-24 12:48:45,3870020,37,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-24 12:19:25,3867189,51,UMMIS5,Mixed Beans & CousCous Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-24 11:42:00,3861224,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-24 11:36:34,3860884,6,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-24 11:35:25,3860674,17,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-24 11:30:08,3860101,41,UMMIC3,Strawberry Cuts ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-21 14:33:23,3835886,41,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-21 14:17:16,3834076,3,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-21 14:09:10,3833757,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-21 13:42:13,3831819,11,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-21 12:59:46,3828657,11,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-21 10:44:07,3822265,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-21 10:04:50,3819790,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-21 09:27:45,3818665,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-21 08:18:09,3816375,37,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-20 21:04:42,3815036,3,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-20 18:42:08,3814338,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-20 18:41:15,3814274,47,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-20 15:31:11,3809242,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-20 15:06:10,3806527,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-20 14:22:45,3803758,51,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-20 14:16:02,3803098,41,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-20 14:13:44,3802873,2,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-20 14:05:04,3802010,14,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-20 13:59:34,3801940,14,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-20 13:51:43,3801329,37,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-20 13:35:37,3799261,11,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-20 13:27:24,3798100,37,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-20 13:15:26,3796116,11,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-20 13:00:48,3793265,57,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-20 12:48:56,3790957,54,UMMIR5,Vegetable Biryani,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-20 12:09:12,3787357,2,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-20 12:08:10,3786926,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-20 09:41:12,3780460,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-19 18:43:36,3773517,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-19 18:42:13,3773406,5,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-19 17:45:34,3771853,3,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-19 15:46:26,3767774,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-19 14:48:03,3763811,34,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-19 14:20:25,3761953,3,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-19 13:43:54,3758827,47,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-19 13:40:23,3758414,27,UMMIS35,Grilled Chicken Wild Rice Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-19 13:29:16,3757085,5,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-19 13:28:01,3756564,27,UMMIS35,Grilled Chicken Wild Rice Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-19 13:21:03,3755877,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-19 13:06:04,3753256,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-19 12:58:17,3752569,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-19 12:54:40,3751925,51,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-19 12:42:10,3750807,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-19 12:32:22,3749968,47,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-19 11:40:38,3743460,37,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-19 09:15:33,3734134,37,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-18 19:36:54,3728767,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-18 18:56:02,3728393,57,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-18 17:02:20,3726024,57,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-18 15:56:27,3722628,34,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-18 15:53:14,3722414,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-18 15:36:15,3721663,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-18 15:27:17,3720951,24,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-18 13:44:37,3714202,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-18 11:54:47,3712648,47,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-18 12:51:09,3706617,14,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-18 11:43:51,3701824,2,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-18 10:33:09,3697029,11,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 17:19:58,3682213,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-17 16:10:22,3678818,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-17 14:52:32,3673305,3,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-17 14:38:46,3671749,2,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-17 14:37:25,3671557,47,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 14:36:21,3671398,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-17 14:35:24,3671202,54,UMMIR5,Vegetable Biryani,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-17 14:22:47,3670431,3,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-17 14:21:54,3670284,34,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-17 13:54:26,3667667,34,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-17 13:52:23,3667432,41,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-17 13:40:32,3665515,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-17 13:39:07,3665329,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-17 13:35:51,3664773,14,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 13:31:40,3663614,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-17 13:30:09,3663347,47,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 13:29:09,3663072,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-17 13:23:20,3662407,57,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-17 13:18:09,3661830,14,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 13:11:14,3660781,11,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 13:09:26,3660166,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-17 13:08:28,3659933,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 13:02:17,3659163,27,UMMIS35,Grilled Chicken Wild Rice Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 12:52:52,3657765,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-17 12:46:16,3656751,11,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 12:45:11,3656497,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 12:40:34,3655730,37,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 12:13:36,3652636,3,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-17 12:02:55,3651727,51,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-17 11:58:19,3651259,57,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-17 11:20:37,3648152,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-17 11:19:36,3648034,5,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-17 11:01:36,3646734,2,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-17 10:59:51,3646559,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-17 10:58:59,3646362,37,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-17 09:45:59,3640544,5,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-17 09:40:12,3640230,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-14 17:50:56,3622301,67,UMMIS30,Labneh and Zaatar in Brown Bread,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B,2025-11-14 17:46:30,3622166,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-14 14:40:32,3615906,2,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-14 14:01:42,3613429,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-14 14:00:51,3613253,2,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-14 13:47:42,3611367,2,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-14 13:27:15,3609622,64,UMMIR21,Dal Makhani with Saffron Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-14 13:24:58,3609425,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B,2025-11-14 12:43:05,3606587,37,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-14 12:13:10,3604849,31,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-14 12:10:09,3604711,61,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B,2025-11-14 11:56:50,3604312,3,UMMIM4,Mango Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-14 11:37:35,3603488,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B,2025-11-14 10:21:50,3599521,27,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B,2025-11-14 10:14:18,3598772,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B,2025-11-14 09:30:08,3596822,57,UMMIG2,Vegan Burrito Bowl,Cash,Successful,Delivery,Vegan,Premium
Master,Machine B,2025-11-14 08:19:50,3594734,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
