Group Name,Machine,Transaction Date,Transaction No,Slot No,Product Code,Product Name,Service,Status,Delivery,Category,Price
Master,Machine A,24-11-25 09:55,3855502,61,UMMIS7,Pumpkin & Beetroot Salad with Orange Vinaigrette,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,22-11-25 19:34,3850652,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,22-11-25 17:46,3850235,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-11-25 17:20,3850057,54,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,22-11-25 17:11,3849932,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-11-25 15:57,3848877,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,22-11-25 15:20,3848571,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten - Free,Affordable
Master,Machine A,22-11-25 15:14,3848432,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,22-11-25 14:46,3848104,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten - Free,Affordable
Master,Machine A,22-11-25 14:19,3847765,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-11-25 12:53,3846546,51,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,22-11-25 12:40,3846202,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,22-11-25 12:37,3846182,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-11-25 12:13,3846057,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-11-25 12:02,3845662,9,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-11-25 12:00,3845542,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,22-11-25 11:59,3845404,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-11-25 11:57,3845385,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-11-25 09:12,3844517,37,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,22-11-25 07:30,3844403,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegeterian,Affordable
Master,Machine A,21-11-25 22:54,3844056,9,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 22:47,3843920,9,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 21:01,3843564,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegeterian,Affordable
Master,Machine A,21-11-25 20:28,3843167,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten - Free,Affordable
Master,Machine A,21-11-25 20:27,3843082,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,21-11-25 20:25,3842914,9,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 20:08,3842696,51,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,21-11-25 20:07,3842533,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegeterian,Affordable
Master,Machine A,21-11-25 19:59,3842348,51,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegeterian,Standard
Master,Machine A,21-11-25 19:40,3842221,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegeterian,Affordable
Master,Machine A,21-11-25 18:18,3841852,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,21-11-25 18:03,3841607,57,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,21-11-25 17:43,3841184,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,21-11-25 17:05,3840322,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,21-11-25 15:51,3839318,27,UMMIS35,Grilled Chicken Wild Rice Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-11-25 15:42,3839227,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,21-11-25 15:34,3838758,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-11-25 15:26,3838233,27,UMMIS35,Grilled Chicken Wild Rice Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-11-25 15:24,3838067,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-11-25 15:18,3837585,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 15:02,3836484,37,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,21-11-25 14:22,3834517,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 13:34,3831337,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 13:18,3829617,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 13:12,3829139,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 13:08,3828718,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 12:09,3825810,9,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-11-25 12:04,3825433,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,21-11-25 12:01,3825189,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-11-25 09:19,3818197,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-11-25 09:05,3817709,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-11-25 07:50,3815840,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,20-11-25 19:23,3814437,54,UMMIS4,Tofu Teriyaki Poke Bowl,Cash,Successful,Delivery,Vegan,Standard
Master,Machine A,20-11-25 18:21,3814040,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten - Free,Affordable
Master,Machine A,20-11-25 17:25,3812823,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,20-11-25 17:13,3812643,37,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,20-11-25 16:05,3810630,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,20-11-25 15:55,3810309,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,20-11-25 14:59,3806088,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-11-25 14:40,3805211,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten - Free,Affordable
Master,Machine A,20-11-25 14:33,3804866,27,UMMIS35,Grilled Chicken Wild Rice Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-11-25 13:07,3794457,37,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,20-11-25 12:07,3786792,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,20-11-25 11:18,3783988,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-11-25 09:15,3778736,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-11-25 09:05,3778488,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-11-25 07:25,3776486,51,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,19-11-25 21:32,3776034,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten - Free,Affordable
Master,Machine A,19-11-25 19:22,3774435,37,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,19-11-25 18:09,3772569,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,19-11-25 18:07,3772381,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,19-11-25 18:04,3772206,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten - Free,Affordable
Master,Machine A,19-11-25 17:20,3771162,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,19-11-25 17:11,3770600,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,19-11-25 17:08,3770544,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,19-11-25 16:59,3770112,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,19-11-25 16:44,3769766,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,19-11-25 16:13,3768704,20,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,19-11-25 15:51,3768153,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,19-11-25 14:47,3763778,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,19-11-25 13:34,3757709,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,19-11-25 13:08,3753340,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,19-11-25 12:10,3746048,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,19-11-25 12:05,3745692,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,19-11-25 12:04,3745597,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,19-11-25 11:03,3741336,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-11-25 20:20,3729320,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,18-11-25 19:54,3728960,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-11-25 19:17,3728659,57,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,18-11-25 18:50,3728150,57,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,18-11-25 17:09,3726157,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-11-25 17:00,3725973,9,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-11-25 16:59,3725852,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,18-11-25 16:55,3725528,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-11-25 16:30,3725148,9,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-11-25 16:29,3725051,57,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,18-11-25 16:10,3723983,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-11-25 15:32,3721585,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-11-25 15:27,3720898,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-11-25 14:48,3718638,27,UMMIS35,Grilled Chicken Wild Rice Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-11-25 14:04,3715985,31,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,18-11-25 13:58,3715690,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten - Free,Affordable
Master,Machine A,18-11-25 13:34,3712236,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-11-25 13:29,3711653,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-11-25 13:07,3709273,37,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,18-11-25 11:58,3702430,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-11-25 10:42,3696816,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-11-25 09:24,3692686,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-11-25 09:15,3692207,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-11-25 09:14,3692147,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 23:29,3688377,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 19:47,3687275,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,17-11-25 19:34,3687137,27,UMMIS35,Grilled Chicken Wild Rice Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 19:30,3686974,20,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegeterian,Affordable
Master,Machine A,17-11-25 19:28,3686744,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,17-11-25 19:21,3686227,67,UMMIC2,Watermelon Marbles ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,17-11-25 19:16,3686028,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,17-11-25 19:03,3685789,20,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegeterian,Affordable
Master,Machine A,17-11-25 18:55,3685573,54,UMMIS4,Tofu Teriyaki Poke Bowl,Cash,Successful,Delivery,Vegan,Standard
Master,Machine A,17-11-25 17:42,3684052,27,UMMIS35,Grilled Chicken Wild Rice Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 16:44,3681049,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,17-11-25 16:01,3678504,9,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-11-25 15:13,3675406,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,17-11-25 15:00,3674140,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-11-25 13:50,3667178,51,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,17-11-25 13:10,3660474,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 12:49,3657022,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 12:38,3655399,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 12:08,3652334,54,UMMIS4,Tofu Teriyaki Poke Bowl,Cash,Successful,Delivery,Vegan,Standard
