Group Name,Machine,Transaction Date,Transaction No,Slot No,Product Code,Menu,Service,Status,Delivery,Categories,Price
Master,Machine A,28-10-25 19:45,3115087,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten-free,Affordable
Master,Machine A,28-10-25 19:03,3114751,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,28-10-25 16:41,3112131,31,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,28-10-25 16:39,3111956,21,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,28-10-25 16:17,3111432,21,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,28-10-25 16:09,3111114,37,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,28-10-25 15:33,3109886,41,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,28-10-25 15:05,3109305,27,UMMIR18,Prawn Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,28-10-25 14:17,3105800,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,28-10-25 14:01,3104451,37,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,28-10-25 14:00,3104296,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,28-10-25 11:04,3091363,41,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,27-10-25 19:23,3085828,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,27-10-25 18:39,3085104,27,UMMIR18,Prawn Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,27-10-25 18:29,3084906,10,UMMIM1,Mixed Berry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,27-10-25 18:27,3084839,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten-free,Affordable
Master,Machine A,27-10-25 18:26,3084771,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,27-10-25 18:08,3084236,41,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,27-10-25 17:13,3083045,21,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,27-10-25 16:45,3081925,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,27-10-25 16:33,3081511,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,27-10-25 16:29,3081496,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,27-10-25 16:25,3081209,27,UMMIR18,Prawn Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,27-10-25 15:45,3079730,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,27-10-25 15:12,3078113,61,UMMIS7,Pumpkin & Beetroot Salad with Orange Vinaigrette,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,27-10-25 15:02,3077905,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,27-10-25 14:28,3076516,20,UMMIB1,Purple Power Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,27-10-25 14:10,3075872,37,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,27-10-25 13:53,3074917,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,27-10-25 13:44,3073623,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,27-10-25 13:42,3073543,37,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,27-10-25 13:10,3070062,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,27-10-25 12:46,3068533,20,UMMIB1,Purple Power Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,27-10-25 12:35,3067389,21,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,27-10-25 10:50,3059866,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten-free,Affordable
Master,Machine A,27-10-25 09:50,3056050,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,27-10-25 09:25,3054816,41,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,27-10-25 09:24,3054766,31,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,27-10-25 08:51,3053031,31,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,25-10-25 15:37,3048646,67,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,25-10-25 13:11,3045818,67,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,25-10-25 13:10,3045701,31,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,25-10-25 12:57,3045180,17,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,25-10-25 12:32,3044302,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,25-10-25 12:24,3044278,64,UMMIG2,Vegan Burrito Bowl,Cash,Successful,Delivery,Vegan,Premium
Master,Machine A,25-10-25 11:42,3043550,37,UMMIR11,Chicken Strips with Sushi Rice ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,24-10-25 18:31,3038775,31,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,24-10-25 18:12,3038181,27,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,24-10-25 18:11,3038046,64,UMMIG2,Vegan Burrito Bowl,Cash,Successful,Delivery,Vegan,Premium
Master,Machine A,24-10-25 16:29,3037191,61,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,24-10-25 16:23,3037001,44,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,24-10-25 16:18,3036789,24,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,24-10-25 15:51,3036265,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,24-10-25 15:10,3035444,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,24-10-25 15:01,3035363,37,UMMIR11,Chicken Strips with Sushi Rice ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,24-10-25 14:41,3034991,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,24-10-25 14:19,3034398,11,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,24-10-25 14:14,3034188,11,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,24-10-25 14:09,3034033,17,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,24-10-25 13:57,3033201,41,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,24-10-25 12:13,3027508,24,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,24-10-25 11:19,3024828,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,24-10-25 11:16,3024589,41,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,23-10-25 18:36,3014827,44,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,23-10-25 18:23,3014796,11,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,23-10-25 18:05,3014412,37,UMMIR11,Chicken Strips with Sushi Rice ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,23-10-25 17:06,3012851,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,23-10-25 17:04,3012757,41,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,23-10-25 16:26,3012185,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,23-10-25 16:24,3011999,37,UMMIR11,Chicken Strips with Sushi Rice ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,23-10-25 16:13,3011787,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,23-10-25 16:12,3011650,27,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,23-10-25 16:08,3011426,24,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,23-10-25 16:07,3011347,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,23-10-25 15:18,3009000,20,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,23-10-25 15:15,3008718,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,23-10-25 15:07,3008358,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,23-10-25 15:03,3007902,17,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,23-10-25 15:02,3007826,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,23-10-25 14:47,3007138,41,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,23-10-25 14:42,3007097,20,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,23-10-25 13:07,3000630,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,23-10-25 12:45,2998177,24,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,23-10-25 12:07,2993657,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,23-10-25 12:04,2993569,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,23-10-25 11:55,2992696,20,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,23-10-25 11:26,2991029,20,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,22-10-25 20:05,2983504,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-10-25 19:26,2983269,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-10-25 19:22,2983055,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-10-25 19:02,2982622,31,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,22-10-25 18:02,2981086,10,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,22-10-25 18:01,2980911,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-10-25 17:03,2979376,67,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-10-25 17:02,2979261,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-10-25 16:53,2979019,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-10-25 16:48,2978514,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-10-25 16:15,2977549,17,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-10-25 16:05,2977362,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-10-25 15:00,2974100,64,UMMIG2,Vegan Burrito Bowl,Cash,Successful,Delivery,Vegan,Premium
Master,Machine A,22-10-25 14:34,2973206,10,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,22-10-25 14:16,2971936,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-10-25 14:14,2971798,10,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,22-10-25 14:12,2971347,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-10-25 13:07,2965074,27,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,22-10-25 13:06,2964660,61,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,22-10-25 12:34,2961051,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-10-25 12:33,2960533,17,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-10-25 11:54,2957393,10,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,22-10-25 11:32,2956431,11,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-10-25 09:51,2950878,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,22-10-25 09:35,2949758,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,22-10-25 09:03,2948551,20,UMMIB4,Mango Tango Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,21-10-25 20:15,2946854,27,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,21-10-25 17:46,2945257,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-10-25 17:35,2945005,41,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,21-10-25 17:28,2944890,11,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-10-25 16:21,2943248,67,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-10-25 15:54,2942284,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-10-25 15:53,2942173,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-10-25 14:40,2939424,24,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,21-10-25 14:32,2939192,67,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-10-25 14:21,2938055,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-10-25 13:58,2936342,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-10-25 13:57,2936193,61,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,21-10-25 13:36,2934534,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-10-25 13:28,2934042,24,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,21-10-25 12:09,2928314,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-10-25 11:16,2925290,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-10-25 08:43,2919910,11,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,21-10-25 08:01,2919792,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,21-10-25 08:00,2919563,67,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-10-25 19:43,2918005,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,20-10-25 19:09,2917221,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-10-25 16:38,2914788,27,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,20-10-25 16:17,2913956,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-10-25 15:03,2912053,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-10-25 14:02,2909271,24,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
